STT,Mã Tỉnh/TP,Tên Tỉnh/TP,Mã Quận/Huyện,Tên Quận/Huyện,Mã Trường,Tên Trường,Địa Chỉ,Khu Vực,Trường DTNT
1691,14,Sơn La,06,Huyện Phù Yên,020,Trường THPT Phù Yên,"Khối 10, Thị Trấn Phù Yên, Huyện Phù Yên, Tỉnh Sơn La",KV1,
1692,14,Sơn La,06,Huyện Phù Yên,021,Trường THPT Gia Phù,"Phố Tân Lập,xã Gia Phù, Huyện Phù Yên, Tỉnh Sơn La",KV1,
1693,14,Sơn La,06,Huyện Phù Yên,022,Trung tâm GDNN- GDTX huyện Phù Yên,"Khối 5, Thị Trấn Phù Yên, Huyện Phù Yên, Tỉnh Sơn La",KV1,
1694,14,Sơn La,06,Huyện Phù Yên,023,Trường THPT Tân Lang,"Bản Khẻn, Xã Tân Lang, Huyện Phù Yên, Tỉnh Sơn La",KV1,
1695,14,Sơn La,06,Huyện Phù Yên,048,Phòng GD -ĐT huyện Phù Yên,"Thị Trấn Phù Yên, Huyện Phù Yên, Tỉnh Sơn La",KV1,
1696,14,Sơn La,06,Huyện Phù Yên,062,Trung tâm GDTX- HD&DN huyện Phù Yên,"Khối 5, Thị Trấn Phù Yên, Huyện Phù Yên, Tỉnh Sơn La",KV1,
1697,14,Sơn La,06,Huyện Phù Yên,069,Trung tâm GDTX huyện Phù Yên,"Khối 5, Thị Trấn Phù Yên, Huyện Phù Yên, Tỉnh Sơn La",KV1,
1698,14,Sơn La,06,Huyện Phù Yên,080,Trường PTDTNT THCS-THPT huyện Phù Yên,Bản Úm - Huy Thượng - Phù Yên - Sơn La,KV1,DTNT
1699,14,Sơn La,06,Huyện Phù Yên,091,Trung tâm GDTX Phù Yên,"Khối 5, Thị Trấn Phù Yên, Huyện Phù Yên, Tỉnh Sơn La",KV1,
1700,14,Sơn La,07,Huyện Mai Sơn,024,Trường THPT Mai Sơn (Trước ngày 04/6/2021),"Tiểu khu 13, Thị Trấn Hát lót, Huyện Mai Sơn, Tỉnh Sơn La",KV1,
1701,14,Sơn La,07,Huyện Mai Sơn,025,Trường THPT Cò Nòi,"Tiểu khu 2, Xã Cò Nòi, Huyện Mai Sơn, Tỉnh Sơn La",KV1,
1702,14,Sơn La,07,Huyện Mai Sơn,026,Trường THPT Chu Văn Thịnh,"Bản Áng, Xã Chiềng Ban, Huyện Mai Sơn, Tỉnh Sơn La",KV1,
1703,14,Sơn La,07,Huyện Mai Sơn,027,Trung tâm GDNN- GDTX huyện Mai Sơn,"Tiểu khu 13, Thị Trấn Hát lót, Huyện Mai Sơn, Tỉnh Sơn La",KV1,
1704,14,Sơn La,07,Huyện Mai Sơn,049,Phòng GD -ĐT huyện Mai Sơn,"Thị Trấn Hát lót, Huyện Mai Sơn, Tỉnh Sơn La",KV1,
1705,14,Sơn La,07,Huyện Mai Sơn,063,Trung tâm GDTX huyện Mai Sơn,"Tiểu khu 13, Thị Trấn Hát lót, Huyện Mai Sơn, Tỉnh Sơn La",KV1,
1706,14,Sơn La,07,Huyện Mai Sơn,081,Trường PTDTNT THCS-THPT Huyện Mai Sơn,Tiểu khu 13 thị trấn Hát Lót huyện Mai Sơn tỉnh Sơn La,KV1,DTNT
1707,14,Sơn La,07,Huyện Mai Sơn,092,Trung tâm GDTX Mai Sơn (Trước ngày 04/6/2021),"Tiểu khu 13, Thị Trấn Hát lót, Huyện Mai Sơn, Tỉnh Sơn La",KV1,
1708,14,Sơn La,07,Huyện Mai Sơn,099,Trường THPT Mai Sơn,Thị trấn Hát Lót,KV2-NT,
1709,14,Sơn La,07,Huyện Mai Sơn,101,Trung tâm GDTX Mai Sơn,"Thị trấn Hát Lót, huyện Mai Sơn, tỉnh Sơn La",KV2-NT,
1710,14,Sơn La,08,Huyện Yên Châu,028,Trường THPT Yên Châu,"Số 113 Phố Chu Văn An, Thị Trấn Yên Châu, Huyện Yên Châu, Tỉnh Sơn La",KV1,
1711,14,Sơn La,08,Huyện Yên Châu,029,Trường THPT Phiêng Khoài,"Thôn Kim Chung I, Xã Phiêng Khoài - Huyện Yên Châu",KV1,
1712,14,Sơn La,08,Huyện Yên Châu,030,Trung tâm GDNN- GDTX huyện Yên Châu,"Tiểu khu 4, Thị Trấn Yên Châu, Huyện Yên Châu, Tỉnh Sơn La",KV1,
1713,14,Sơn La,08,Huyện Yên Châu,050,Phòng GD -ĐT huyện Yên Châu,"Thị Trấn Yên Châu, Huyện Yên Châu, Tỉnh Sơn La",KV1,
1714,14,Sơn La,08,Huyện Yên Châu,064,Trung tâm GDTX huyện Yên Châu,"Tiểu khu 4, Thị Trấn Yên Châu, Huyện Yên Châu, Tỉnh Sơn La",KV1,
1715,14,Sơn La,08,Huyện Yên Châu,082,Trường PTDTNT THCS-THPT huyện Yên Châu,Thị trấn Yên Châu - Huyện Yên Châu - Tỉnh Sơn La,KV1,DTNT
1716,14,Sơn La,08,Huyện Yên Châu,093,Trung tâm GDTX Yên Châu,"Tiểu khu 4, Thị Trấn Yên Châu, Huyện Yên Châu, Tỉnh Sơn La",KV1,
1717,14,Sơn La,09,Huyện Sông Mã,031,Trường THPT Sông Mã,"Tổ 8, Thị Trấn Sông Mã, Huyện Sông Mã, Tỉnh Sơn La",KV1,
1718,14,Sơn La,09,Huyện Sông Mã,032,Trường THPT Chiềng Khương,"Bản Khương Tiên, Xã Chiềng Khương - Huyện Sông Mã",KV1,
1719,14,Sơn La,09,Huyện Sông Mã,033,Trường THPT Mường Lầm,"Bản Tà Coọng, Xã Mường Lầm, Huyện Sông Mã, Tỉnh Sơn La",KV1,
1720,14,Sơn La,09,Huyện Sông Mã,034,Trung tâm GDNN- GDTX huyện Sông Mã,"Bản Cánh Kiến, xã Nà Nghịu, Huyện Sông Mã, Tỉnh Sơn La",KV1,
1721,14,Sơn La,09,Huyện Sông Mã,051,Phòng GD -ĐT huyện Sông Mã,"Thị Trấn Sông Mã, Huyện Sông Mã, Tỉnh Sơn La",KV1,
1722,14,Sơn La,09,Huyện Sông Mã,065,Trung tâm GDTX huyện Sông Mã,"Thị Trấn Sông Mã, Huyện Sông Mã, Tỉnh Sơn La",KV1,
1723,14,Sơn La,09,Huyện Sông Mã,083,Trường PTDTNT THCS-THPT Sông Mã,"Tổ Dân phố 2, Thị trấn Sông Mã, huyện Sông Mã, tỉnh Sơn La",KV1,DTNT
1724,14,Sơn La,09,Huyện Sông Mã,094,Trung tâm GDTX Sông Mã,"Bản Cánh Kiến, xã Nà Nghịu, Huyện Sông Mã, Tỉnh Sơn La",KV1,
1725,14,Sơn La,10,Huyện Mộc Châu,035,Trường THPT Chiềng Sơn,"Tiểu khu 1, Xã Chiềng Sơn, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1726,14,Sơn La,10,Huyện Mộc Châu,036,Trường THPT Tân Lập,"Tiểu khu 2, Xã Tân Lập, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1727,14,Sơn La,10,Huyện Mộc Châu,037,Trường THPT Mộc Lỵ,"Đường Phan Đình Giót, Thị Trấn Mộc Châu, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1728,14,Sơn La,10,Huyện Mộc Châu,038,Trường THPT Thảo Nguyên,"Tiểu khu cấp 3, Thị trấn Nông trường, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1729,14,Sơn La,10,Huyện Mộc Châu,039,Trung tâm GDNN- GDTX huyện Mộc Châu,"Bản Tự Nhiên, Xã Đông Sang, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1730,14,Sơn La,10,Huyện Mộc Châu,052,Phòng GD - ĐT huyện Mộc Châu,"Thị Trấn Mộc Châu, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1731,14,Sơn La,10,Huyện Mộc Châu,066,Trung tâm GDTX-HN&DN Mộc Châu,"Thị trấn Nông trường, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1732,14,Sơn La,10,Huyện Mộc Châu,070,Trung tâm GDTX Mộc Châu,"Thị trấn Nông trường, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1733,14,Sơn La,10,Huyện Mộc Châu,075,Trường THCS - THPT Chiềng Sơn,"Tiểu khu 1, Xã Chiềng Sơn, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1734,14,Sơn La,10,Huyện Mộc Châu,084,Trường PTDTNT THCS-THPT huyện Mộc Châu,Tiểu khu 3 - Thị trấn Mộc Châu - Huyện Mộc Châu - Tỉnh Sơn La,KV1,DTNT
1735,14,Sơn La,10,Huyện Mộc Châu,095,Trung tâm GDTX Mộc Châu,"Bản Tự Nhiên, Xã Đông Sang, Huyện Mộc Châu, Tỉnh Sơn La",KV1,
1736,14,Sơn La,11,Huyện Sốp Cộp,040,Trường THPT Sốp Cộp,"Trung tâm huyện Sốp Cộp, Xã Sốp Cộp, Huyện Sốp Cộp, Tỉnh Sơn La",KV1,
1737,14,Sơn La,11,Huyện Sốp Cộp,041,Trung tâm GDNN- GDTX huyện Sốp Cộp,"Bảng Cang Mường, Xã Sốp Cộp, Huyện Sốp Cộp, Tỉnh Sơn La",KV1,
1738,14,Sơn La,11,Huyện Sốp Cộp,053,Phòng GD -ĐT huyện Sốp Cộp,"Xã Sốp Cộp, Huyện Sốp Cộp, Tỉnh Sơn La",KV1,
1739,14,Sơn La,11,Huyện Sốp Cộp,067,Trung tâm GDTX- HN &DN huyện Sốp Cộp,"Bảng Cang Mường, Xã Sốp Cộp, Huyện Sốp Cộp, Tỉnh Sơn La",KV1,
1740,14,Sơn La,11,Huyện Sốp Cộp,071,Trung tâm GDTX huyện Sốp Cộp,"Bản Cang Mường, Xã Sốp Cộp, Huyện Sốp Cộp, Tỉnh Sơn La",KV1,
1741,14,Sơn La,11,Huyện Sốp Cộp,085,Trường PTDTNT THCS-THPT huyện Sốp Cộp,"Khu Tái Định Cư Nà Phe, xã Sốp Cộp, huyện Sốp Cộp",KV1,DTNT
1742,14,Sơn La,11,Huyện Sốp Cộp,096,Trung tâm GDTX Sốp Cộp,"Bảng Cang Mường, Xã Sốp Cộp, Huyện Sốp Cộp, Tỉnh Sơn La",KV1,
1743,14,Sơn La,12,Huyện Vân Hồ,042,Trường THPT Mộc Hạ,"Bản Dạo, Xã Tô Múa, Huyện Vân Hồ, Tỉnh Sơn La",KV1,
1744,14,Sơn La,12,Huyện Vân Hồ,054,Phòng GD - ĐT huyện Vân Hồ,"Xã Vân Hồ, Huyện Vân Hồ, Tỉnh Sơn La",KV1,
1745,14,Sơn La,12,Huyện Vân Hồ,055,Trường THPT Vân Hồ,"Bản Suối Lìn, Xã Vân Hồ, Huyện Vân Hồ, Tỉnh Sơn La",KV1,
1746,14,Sơn La,12,Huyện Vân Hồ,073,Trung tâm GDNN - GDTX huyện Vân Hồ,"Bản Suối Lìn, Xã Vân Hồ, Huyện Vân Hồ, Tỉnh Sơn La",KV1,
1747,14,Sơn La,12,Huyện Vân Hồ,097,Trung tâm GDTX Vân Hồ,"Bản Suối Lìn, Xã Vân Hồ, Huyện Vân Hồ, Tỉnh Sơn La",KV1,
1748,14,Sơn La,12,Huyện Vân Hồ,098,Trường PTDTNT THCS-THPT huyện Vân Hồ,Xã Vân Hồ,KV1,
1749,15,Phú Thọ,00,Sở Giáo dục và Đào tạo,800,Học ở nước ngoài_15,,KV3,
1750,15,Phú Thọ,00,Sở Giáo dục và Đào tạo,900,"Quân nhân, Công an tại ngũ_15",,KV3,
1751,15,Phú Thọ,01,Thành phố Việt Trì,001,Trường THPT Chuyên Hùng Vương,"Khu 7, xã Trưng Vương, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1752,15,Phú Thọ,01,Thành phố Việt Trì,002,Trường THPT Việt Trì,"Tổ 22 khu 12, đường Lê Quý Đôn, phường Gia Cẩm, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1753,15,Phú Thọ,01,Thành phố Việt Trì,003,Trường THPT Công nghiệp Việt Trì,"Tổ 16, Khu Đô thị Đồng Mạ, phường Thanh Miếu, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1754,15,Phú Thọ,01,Thành phố Việt Trì,004,Trường THPT Kỹ thuật Việt Trì,"Khu 1B, phường Vân Phú, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1755,15,Phú Thọ,01,Thành phố Việt Trì,005,Trường THPT Nguyễn Tất Thành,"Ngõ 250, đường Lê Quí Đôn, Khu Hà Liễu, phường Gia Cẩm, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1756,15,Phú Thọ,01,Thành phố Việt Trì,006,Trường THPT Vũ Thê Lang,"Số nhà 880A, đường Châu Phong, phường Tân Dân, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1757,15,Phú Thọ,01,Thành phố Việt Trì,007,Trường PT Hermann Gmeiner Việt Trì,"Phố Châu Phong, Đường Phù Đổng, phường Dữu Lâu, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1758,15,Phú Thọ,01,Thành phố Việt Trì,008,Trường THPT Trần Phú,"Số 121, đường Lý Tự Trọng, phường Thanh Miếu, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1759,15,Phú Thọ,01,Thành phố Việt Trì,009,Trung tâm GDNN-GDTX Việt Trì,"Tổ 37 khu 3, Phường Gia Cẩm, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1760,15,Phú Thọ,01,Thành phố Việt Trì,060,Trung tâm KTTH-HN tỉnh Phú Thọ,"Tổ 22B, Khu Hà Liễu, Phường Gia Cẩm, Thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1761,15,Phú Thọ,01,Thành phố Việt Trì,063,Trường Cao đẳng Nghề Phú Thọ,"Số 3647, Khu 1, phường Vân Phú, Thành Phố Việt Trì, tỉnh Phú Thọ",KV2,
1762,15,Phú Thọ,01,Thành phố Việt Trì,066,Trường Trung cấp Nghề Công nghệ và Vận tải Phú Thọ,"Phường Thanh Miếu, thành phố Việt Trì",KV2,
1763,15,Phú Thọ,01,Thành phố Việt Trì,068,Trường Trung cấp Nghề Herman Gmeiner Việt Trì,"Phường Dữu Lâu, thành phố Việt Trì",KV2,
1764,15,Phú Thọ,01,Thành phố Việt Trì,069,Trường Trung cấp nghề Bách khoa Phú Thọ,"Phường Tiên Cá,t thành phố Việt Trì",KV2,
1765,15,Phú Thọ,01,Thành phố Việt Trì,070,"Trường Trung cấp nghề Công nghệ, Du lịch và dịch vụ Phú Nam","Xã Vân Phú, thành phố Việt Trì",KV2,
1766,15,Phú Thọ,01,Thành phố Việt Trì,071,Trường THPT Lê Quý Đôn,"Phường Dữu Lâu, thành phố Việt Trì",KV2,
1767,15,Phú Thọ,01,Thành phố Việt Trì,073,Trường Cao đẳng Công nghiệp thực phẩm,"Phường Tân Dân, thành phố Việt Trì",KV2,
1768,15,Phú Thọ,01,Thành phố Việt Trì,075,Trường Cao đẳng Dược Phú Thọ,"Phường Gia Cẩm, thành phố Việt Trì",KV2,
1769,15,Phú Thọ,01,Thành phố Việt Trì,076,Trường THPT Dân lập Âu cơ,"Phường Tân Dân, thành phố Việt Trì",KV2,
1770,15,Phú Thọ,01,Thành phố Việt Trì,077,Trường THPT Dân lập Vân Phú,"Xã Vân Phú, thành phố Việt Trì",KV2,
1771,15,Phú Thọ,01,Thành phố Việt Trì,087,Trường THPT Bán công Công nghiệp Việt Trì,"Phường Thanh miếu, thành phố Việt Trì",KV2,
1772,15,Phú Thọ,01,Thành phố Việt Trì,088,Cao đẳng Kinh tế - Kỹ thuật Phú Thọ,"Phường Thọ Sơn, TP. Việt Trì",KV2,
1773,15,Phú Thọ,01,Thành phố Việt Trì,090,Trung tâm GDTX tỉnh Phú Thọ,"Phố Thành Công, phường Tiên Cát, thành phố Việt Trì, tỉnh Phú Thọ",KV2,
1774,15,Phú Thọ,01,Thành phố Việt Trì,091,Trường Phổ thông Chất lượng cao Hùng Vương,"Khuôn viên Trường Đại học Hùng Vương, phường Nông Trang, Tp Việt Trì, tỉnh Phú Thọ",KV2,
1775,15,Phú Thọ,01,Thành phố Việt Trì,092,Trường Cao đẳng Nghề số 2 - Bộ Quốc phòng,"Số 2193, đường Hùng Vương, thành Phố Việt Trì, tỉnh Phú Thọ",KV2,
1776,15,Phú Thọ,01,Thành phố Việt Trì,093,Trường THPT Chất lượng cao Văn Lang,"Số 2201, Đường Hùng Vương, Phường Gia Cẩm, Thành phố Việt Trì, Phú Thọ",KV2,
1777,15,Phú Thọ,01,Thành phố Việt Trì,801,Trường THPT - Khu vực 1,,KV1,
1778,15,Phú Thọ,01,Thành phố Việt Trì,802,Trường THPT - KV2NT,,KV2-NT,
1779,15,Phú Thọ,01,Thành phố Việt Trì,803,Trường THPT - KV2,,KV2,
1780,15,Phú Thọ,01,Thành phố Việt Trì,804,Trường THPT - Khu vực 3,,KV3,
1781,15,Phú Thọ,02,Thị xã Phú Thọ,010,Trường THPT Hùng Vương,"Số 148 phố Tân Lập, phường Hùng Vương, TX Phú Thọ, tỉnh Phú Thọ",KV2,
1782,15,Phú Thọ,02,Thị xã Phú Thọ,011,Trường Phổ thông Dân tộc Nội trú tỉnh Phú Thọ,"Khu 2, xã Hà Lộc, Thị xã Phú Thọ, Phú Thọ",KV2,DTNT
1783,15,Phú Thọ,02,Thị xã Phú Thọ,012,Trường THPT Thị xã Phú Thọ,"Phố Tân Lập, phường Hùng Vương, thị xã Phú Thọ, tỉnh Phú Thọ",KV2,
1784,15,Phú Thọ,02,Thị xã Phú Thọ,013,Trường THPT Trường Thịnh,"Số nhà 16, đường Kim Đồng, khu dân cư Trường An, phường Hùng Vương, thị xã Phú Thọ, tỉnh Phú Thọ",KV2,
1785,15,Phú Thọ,02,Thị xã Phú Thọ,014,Trung tâm GDNN-GDTX Thị xã Phú Thọ,"Số 154 Phố Tân Lập, Phường Hùng Vương, thị xã Phú Thọ, tỉnh Phú Thọ",KV2,
1786,15,Phú Thọ,02,Thị xã Phú Thọ,061,Trung tâm KTTH-HN thị xã Phú Thọ,"Phường Âu Cơ, thị xã Phú Thọ",KV2,
1787,15,Phú Thọ,02,Thị xã Phú Thọ,065,Trường Cao đẳng nghề Công nghệ và Nông lâm Phú Thọ,"Xã Hà Lộc, Thị xã Phú Thọ",KV2,
1788,15,Phú Thọ,02,Thị xã Phú Thọ,074,Trường Cao đẳng Y tế Phú Thọ,"Phường Trường Thịnh, thị xã Phú Thọ",KV2,
1789,15,Phú Thọ,02,Thị xã Phú Thọ,078,Trường THPT Bán Công Hùng Vương,"Phường Hùng Vương, TX. Phú Thọ",KV2,
1790,15,Phú Thọ,03,Huyện Đoan Hùng,015,Trường THPT Đoan Hùng (Trước 04/6/2021),"Số 10, đường Thọ Sơn, thị trấn Đoan Hùng, huyện Đoan Hùng, tỉnh Phú Thọ",KV1,
1791,15,Phú Thọ,03,Huyện Đoan Hùng,016,Trường THPT Chân Mộng (Trước 04/6/2021),"Khu 4, xã Chân Mộng, huyện Đoan Hùng, tỉnh Phú Thọ",KV1,
1792,15,Phú Thọ,03,Huyện Đoan Hùng,017,Trường THPT Quế Lâm (Trước 04/6/2021),"Xã Phú Lâm, huyện Đoan Hùng, tỉnh Phú Thọ",KV1,
1793,15,Phú Thọ,03,Huyện Đoan Hùng,018,Trung tâm GDNN-GDTX Đoan Hùng (Trước 04/6/2021),"Khu 9, xã Sóc Đăng, huyện Đoan Hùng, tỉnh Phú Thọ",KV1,
1794,15,Phú Thọ,03,Huyện Đoan Hùng,079,Trường THPT Bán Công Đoan Hùng (Trước 04/6/2021),"Thị trấn Đoan Hùng, huyện Đoan Hùng",KV1,
1795,15,Phú Thọ,03,Huyện Đoan Hùng,095,Trường THPT Đoan Hùng (Từ 04/6/2021),"Số 10, đường Thọ Sơn, thị trấn Đoan Hùng, huyện Đoan Hùng, tỉnh Phú Thọ",KV2-NT,
1796,15,Phú Thọ,03,Huyện Đoan Hùng,096,Trường THPT Chân Mộng (Từ 04/6/2021),"Khu 4, xã Chân Mộng, huyện Đoan Hùng, tỉnh Phú Thọ",KV2-NT,
1797,15,Phú Thọ,03,Huyện Đoan Hùng,097,Trường THPT Quế Lâm (Từ 04/6/2021),"Xã Phú Lâm, huyện Đoan Hùng, tỉnh Phú Thọ",KV2-NT,
1798,15,Phú Thọ,03,Huyện Đoan Hùng,098,Trung tâm GDNN-GDTX Đoan Hùng (Từ 04/6/2021),"Khu 9, xã Sóc Đăng, huyện Đoan Hùng, tỉnh Phú Thọ",KV2-NT,
1799,15,Phú Thọ,04,Huyện Thanh Ba (Trước 04/6/2021),019,Trường THPT Thanh Ba (Trước 04/6/2021),"Khu 9, xã Ninh Dân, huyện Thanh Ba, tỉnh Phú Thọ",KV1,
1800,15,Phú Thọ,04,Huyện Thanh Ba (Trước 04/6/2021),020,Trường THPT Yển Khê (Trước 04/6/2021),"Khu 15, xã Hanh Cù, huyện Thanh Ba, tỉnh Phú Thọ",KV1,
1801,15,Phú Thọ,04,Huyện Thanh Ba (Trước 04/6/2021),021,Trung tâm GDNN-GDTX Thanh Ba (Trước 04/6/2021),"Số 148, đường Phạm Tiến Duật, thị trấn Thanh Ba, huyện Thanh Ba, tỉnh Phú Thọ",KV1,
1802,15,Phú Thọ,04,Huyện Thanh Ba (Trước 04/6/2021),062,Trường Cao đẳng nghề cơ điện Phú Thọ (Trước 04/6/2021),"Thị trấn Thanh Ba, huyện Thanh Ba",KV1,
1803,15,Phú Thọ,04,Huyện Thanh Ba (Trước 04/6/2021),080,Trường THPT Bán Công Thanh Ba (Trước 04/6/2021),"Xã Ninh Dân, huyện Thanh Ba",KV1,
1804,15,Phú Thọ,05,Huyện Hạ Hòa (Trước 04/6/2021),022,Trường THPT Hạ Hoà (Trước 04/6/2021),"Số 41, Phố Chu Văn An, Đường Âu Cơ, thị trấn Hạ Hòa, huyện Hạ Hòa, tỉnh Phú Thọ",KV1,
1805,15,Phú Thọ,05,Huyện Hạ Hòa (Trước 04/6/2021),023,Trường THPT Vĩnh Chân (Trước 04/6/2021),"Khu 7, xã Vĩnh Chân, huyện Hạ Hòa, tỉnh Phú Thọ",KV1,
1806,15,Phú Thọ,05,Huyện Hạ Hòa (Trước 04/6/2021),024,Trường THPT Xuân Áng (Trước 04/6/2021),"Khu 6, xã Xuân Áng, huyện Hạ Hòa, tỉnh Phú Thọ",KV1,
1807,15,Phú Thọ,05,Huyện Hạ Hòa (Trước 04/6/2021),025,Trường THPT Nguyễn Bỉnh Khiêm (Trước 04/6/2021),"Số nhà 60, phố Chu Văn An, thị trấn Hạ Hòa, huyện Hạ Hòa, tỉnh Phú Thọ",KV1,
1808,15,Phú Thọ,05,Huyện Hạ Hòa (Trước 04/6/2021),026,Trung tâm GDNN-GDTX Hạ Hoà (Trước 04/6/2021),"Số 114 Khu 7, thị trấn Hạ Hòa, huyện Hạ Hòa, tỉnh Phú Thọ",KV1,
1809,15,Phú Thọ,06,Huyện Cẩm Khê (Trước 04/6/2021),027,Trường THPT Cẩm Khê (Trước 04/6/2021),"Số 136 đường Hoa Khê, thị trấn Cẩm Khê, huyện Cẩm Khê, tỉnh Phú Thọ",KV1,
1810,15,Phú Thọ,06,Huyện Cẩm Khê (Trước 04/6/2021),028,Trường THPT Hiền Đa (Trước 04/6/2021),"Khu Thạch Đê, xã Hùng Việt, huyện Cẩm Khê, tỉnh Phú Thọ",KV1,
1811,15,Phú Thọ,06,Huyện Cẩm Khê (Trước 04/6/2021),029,Trường THPT Phương Xá (Trước 04/6/2021),"Khu Minh Tân, xã Minh Tân, huyện Cẩm Khê, tỉnh Phú Thọ",KV1,
1812,15,Phú Thọ,06,Huyện Cẩm Khê (Trước 04/6/2021),030,Trung tâm GDNN-GDTX Cẩm Khê (Trước 04/6/2021),"Số 45, Phố Quế Hoa, thị trấn Cẩm Khê, huyện Cẩm Khê",KV1,
1813,15,Phú Thọ,06,Huyện Cẩm Khê (Trước 04/6/2021),081,Trường THPT Bán Công Cẩm Khê (Trước 04/6/2021),"Thị trấn Sông thao, huyện Cẩm Khê",KV1,
1814,15,Phú Thọ,07,Huyện Yên Lập,031,Trường THPT Yên Lập,"Số 248, đường An Lập, Chùa 11, thị trấn Yên Lập, huyện Yên Lập, tỉnh Phú Thọ",KV1,
1815,15,Phú Thọ,07,Huyện Yên Lập,032,Trường THPT Lương Sơn,"Khu Xuân Tân, Xã Lương Sơn, huyện Yên Lập, tỉnh Phú Thọ",KV1,
1816,15,Phú Thọ,07,Huyện Yên Lập,033,Trường THPT Minh Hòa,"Khu 4, Xã Minh Hòa, huyện Yên Lập, tỉnh Phú Thọ",KV1,
1817,15,Phú Thọ,07,Huyện Yên Lập,034,Trung tâm GDNN-GDTX Yên Lập,"Số 30, đường Long Sơn, khu chùa 11, thị trấn Yên Lập, huyện Yên Lập, tỉnh Phú Thọ",KV1,
1818,15,Phú Thọ,07,Huyện Yên Lập,089,Trường Phổ thông Dân tộc Nội trú THCS&THPT huyện Yên Lập,"Thị trấn Yên Lập, huyện Yên Lập, tỉnh Phú Thọ",KV1,DTNT
1819,15,Phú Thọ,08,Huyện Thanh Sơn,035,Trường THPT Thanh Sơn (Trước 04/6/2021),"Phố 19/5 thị trấn Thanh Sơn, huyện Thanh Sơn, tỉnh Phú Thọ",KV1,
1820,15,Phú Thọ,08,Huyện Thanh Sơn,036,Trường THPT Văn Miếu,"xóm Dẹ 1, xã Văn Miếu, huyện Thanh Sơn, tỉnh Phú Thọ",KV1,
1821,15,Phú Thọ,08,Huyện Thanh Sơn,037,Trường THPT Hương Cần,"Khu Tân Hương, xã Hương Cần, huyện Thanh Sơn, tỉnh Phú Thọ",KV1,
1822,15,Phú Thọ,08,Huyện Thanh Sơn,038,Trung tâm GDNN-GDTX Thanh Sơn (Trước 04/6/2021),"Số nhà 151 phố Cầu Đất, thị trấn Thanh Sơn, huyện Thanh Sơn, tỉnh Phú Thọ",KV1,
1823,15,Phú Thọ,08,Huyện Thanh Sơn,067,Trường Trung cấp nghề Dân tộc nội trú Phú Thọ (Trước 04/6/2021),"Thị trấn Thanh Sơn, huyện Thanh Sơn",KV1,DTNT
1824,15,Phú Thọ,08,Huyện Thanh Sơn,082,Trường THPT Bán Công Thanh Sơn (Trước 04/6/2021),"Thị trấn Thanh Sơn, H. Thanh Sơn",KV1,
1825,15,Phú Thọ,08,Huyện Thanh Sơn,127,Trường THPT Thanh Sơn (Từ 15/8/2024),"Phố 19/5 thị trấn Thanh Sơn, huyện Thanh Sơn, tỉnh Phú Thọ",KV1,
1826,15,Phú Thọ,08,Huyện Thanh Sơn,128,Trung tâm GDNN-GDTX Thanh Sơn (Từ 15/8/2024),"Số nhà 151 phố Cầu Đất, thị trấn Thanh Sơn, huyện Thanh Sơn, tỉnh Phú Thọ",KV1,
1827,15,Phú Thọ,09,Huyện Phù Ninh (Trước 04/6/2021),039,Trường THPT Phù Ninh (Trước 04/6/2021),"Xã Phú Lộc, huyện Phù Ninh, tỉnh Phú Thọ",KV1,
1828,15,Phú Thọ,09,Huyện Phù Ninh (Trước 04/6/2021),040,Trường THPT Tử Đà,"Khu Gai Hạ, xã Bình Phú, huyện Phù Ninh, tỉnh Phú Thọ",KV2-NT,
1829,15,Phú Thọ,09,Huyện Phù Ninh (Trước 04/6/2021),041,Trường THPT Trung Giáp (Trước 04/6/2021),"Khu 5, xã Trung Giáp, huyện Phù Ninh, tỉnh Phú Thọ",KV1,
1830,15,Phú Thọ,09,Huyện Phù Ninh (Trước 04/6/2021),042,Trường THPT Nguyễn Huệ (Trước 04/6/2021),"Thị trấn Phong Châu, huyện Phù Ninh",KV1,
